Handle,Title,Vendor,Product Category,Type,Tags,Description,Features,Specifications,Material,Color,Length,Width,Height,Variant SKU,Variant Price,Image Src,Variant Image,All URLs,SEO Title,SEO Description
planter-boxes-to-suit-tambours-or-standalone,Statewide 1000mm Wide Planter Boxes – to suit Tambours or Standalone,Statewide,Uncategorized,Accessories,"Brand_Statewide, Color_Black Ripple, Color_Blaze Blue, Color_Charcoal, Color_Claret, Color_Graphite Ripple, Color_Lemon Yellow, Color_Light Grey, Color_Orange, Color_Precious Silver, Color_Signal Red, Color_Wedgewood, Color_White, Color_White Birch, Color_Wild Oats, Price Range_$201-$300, Type_Planter Box",PRODUCT DESCRIPTION,Statewide Planter Box Welded | construction with 100% recyclable | Bluescope steel Australian Made Electrostatic Powder Coat finish | Suits Statewide tambour cupboards Moulded plastic drip tray | Suits 200mm diameter plant pots,,Plastic | Steel,Black | Grey | Silver | Red | Blue | Yellow | Birch | Ripple,,6,,SPB1000 BR,380,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/NewProject_15_d65fd664-c3fe-41c0-899e-e61e86134efe.jpg?v=1744283934,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/NewProject_15_d65fd664-c3fe-41c0-899e-e61e86134efe.jpg?v=1744283934,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/NewProject_15_d65fd664-c3fe-41c0-899e-e61e86134efe.jpg?v=1744283934 | https://cdn.shopify.com/s/files/1/0255/8191/2144/products/NewProject_15_d65fd664-c3fe-41c0-899e-e61e86134efe.jpg?v=1744283934,Buy 1000mm Wide Planter Box online in Australia | For sale ," Buy 900mm Wide Planter Box Constructed with 100 % recyclable material, best fit with 200 mm diameter plant pot.
"
planter-boxes-to-suit-tambours,Statewide 900mm Wide Planter Boxes – to suit Tambours or Standalone,Statewide,Uncategorized,Accessories,"Brand_Statewide, Color_Black Ripple, Color_Blaze Blue, Color_Charcoal, Color_Claret, Color_Graphite Ripple, Color_Lemon Yellow, Color_Light Grey, Color_Orange, Color_Precious Silver, Color_Signal Red, Color_Wedgewood, Color_White, Color_White Birch, Color_Wild Oats, Price Range_$201-$300, Type_Planter Box",PRODUCT DESCRIPTION,Statewide Planter Box Welded construction with 100% recyclable | Bluescope steel Australian Made Electrostatic Powder Coat finish | Suits Statewide tambour cupboards Moulded plastic drip tray | Suits 200mm diameter plant pots,,Plastic | Steel,Black | Grey | Silver | Red | Blue | Yellow | Birch | Ripple,,6,,SPB900 BR,380,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/NewProject_15_090479fe-feff-4cd6-8452-c958bea6b38f.jpg?v=1744283936,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/NewProject_15_090479fe-feff-4cd6-8452-c958bea6b38f.jpg?v=1744283936,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/NewProject_15_090479fe-feff-4cd6-8452-c958bea6b38f.jpg?v=1744283936 | https://cdn.shopify.com/s/files/1/0255/8191/2144/products/NewProject_15_090479fe-feff-4cd6-8452-c958bea6b38f.jpg?v=1744283936,Buy 900mm Wide Planter Box online in Australia | For sale ,"Buy 900mm Wide Planter Box Conteucted with 100 % recyclable material, best fit with 200 mm diameter plant pot.
"
mobile-caddy-with-tambour-door,Statewide Mobile Caddy with Tambour Door,Statewide,Uncategorized,Storage,"Brand_Statewide, Price Range_$601-$700, Price Range_$701-$800, Type_Office Credenza, Type_Storage Cabinet",PRODUCT DESCRIPTION,100% Australian made | Bluescope 100% recyclable steel | Lifetime Warranty (steel) | 10 Year Warranty (tambour slats) | Electrostatically applied powder coat finish | Fully welded | Fully assembled | Pencil Tray | PP Lockable receding tambour door | 1x Adjustable Shelf | 15 standard colours plus extended range | Can be dual/multi-coloured | Custom colours available | Standard keys can keyed alike | Standard keys can be made non-masterable | digital combination on drawers only,,Steel,,,6,,SWCAD6712 BR,962,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/SWCAD-Statewide-Tambour-Door-Mobile-Caddy-Black-Ripple.jpg?v=1744283939,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/SWCAD-Statewide-Tambour-Door-Mobile-Caddy-Black-Ripple.jpg?v=1744283939,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/SWCAD-Statewide-Tambour-Door-Mobile-Caddy-Black-Ripple.jpg?v=1744283939 | https://cdn.shopify.com/s/files/1/0255/8191/2144/products/SWCAD-Statewide-Tambour-Door-Mobile-Caddy-Black-Ripple.jpg?v=1744283939,Mobile Caddy with Tambour Door- Fully Welded and Assembled,The Statewide Mobile Caddy is an Australian-made product made from 100% recyclable and up to 10% recycled steel. Lockable drawers and your choice of a tambour receding-door shelf
laptop-charging-locker,Laptop Charging Locker / Device Charging Locker,Statewide,Uncategorized,lockers,"Brand_Statewide, Type_Office Lockers",PRODUCT DESCRIPTION,"This locker charging station features 10 compartments, each with a single GPO. | Safety overload switches as standard electrical components are compliant with AS/NZS61535. 1:2003 and AS/NZS 3112: 2011 | It is manufactured brilliantly in Sydney, Australia with a 100% recyclable welded steel body. | These charging lockers are free from rust and corrosion as they have an electrostatically applied powder coat finish. | The better build quality of the laptop charging locker is assured by a statewide lifetime warranty and 1-year warranty on electronic components. | These mobile charging lockers have a full perimeter surround for each door. | To provide complete security, these locker charging station features a lock and key mechanism. | Key locking units are supplied with 2 keys per compartment, with a master key function. | It has a side skirting + top to conceal cabling with full access to electronics if required. | These lockers are available in 15 stocked colors, plus over 200 “order-in” colors. | Doors and bodies can be different colors and full cover rear panel if required. | It features a standard GPO, dual USB-A or USB-A &amp; USB-C. | The perforated ventilation of this locker keeps it fresh and free from foul smell. | It does have an optional Anti-Graffiti protective coating along with an optional BioCote® antimicrobial protection.",,Steel,Black,,6,,SLW10/CH,0,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/Laptop-charging-locker-Statewide-Office-800x800-1.png?v=1744283942,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/Single-GPO-Statewide-Charging-Locker.jpg?v=1744283942,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/Laptop-charging-locker-Statewide-Office-800x800-1.png?v=1744283942 | https://cdn.shopify.com/s/files/1/0255/8191/2144/products/Single-GPO-Statewide-Charging-Locker.jpg?v=1744283942,Secure laptop charging locker available,Here is an amazing locker charging station that will not only keep your stuff safe but will also provide you with a charging socket. This is a versatile mobile charging locker.
twelve-door-locker,Statewide Twelve Door Locker,Statewide,Uncategorized,lockers,"Brand_Statewide, Color_Black Ripple, Color_Blaze Blue, Color_Charcoal, Color_Claret, Color_Graphite Ripple, Color_Lemon Yellow, Color_Light Grey, Color_Orange, Color_Precious Silver, Color_Signal Red, Color_Wedgewood, Color_White, Color_White Birch, Color_Wild Oats, Price Range_$401-$500, Price Range_$501-$600, Type_Office Lockers, Type_School Lockers, Type_Steel Lockers",PRODUCT DESCRIPTION,100% Australian Made | Bluescope steel | Lifetime warranty | Fully welded | Fully assembled | Ventilation Slots | Numbered keys | Internal door stiffener | Multi Colour Available | Buying Statewide supports the Australian economy | Sourced locally and constructed with as few cuts as possible | Statewide cabinets will last as long as your office does. | Extra strength body holds its shape well and highly durable. | Ready to use the minute it is delivered. | Ensure your stored goods don't become musty. | Easily replace lost or damaged keys Locking Systems | Reduces flexing on larger doors | Add style by having different body/door colors,,Steel,Grey | Silver | Red | Blue | Yellow | Birch | Ripple,,6,,SL12 BR,634,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/SL12-Statewide-12-Door-Locker-Black-Ripple.jpg?v=1744283942,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/SL12-Statewide-12-Door-Locker-Black-Ripple.jpg?v=1744283942,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/SL12-Statewide-12-Door-Locker-Black-Ripple.jpg?v=1744283942 | https://cdn.shopify.com/s/files/1/0255/8191/2144/products/SL12-Statewide-12-Door-Locker-Black-Ripple.jpg?v=1744283942,We offer a wide range of Door Lockers in affordable price.,"Buy Door locker at Easymart. We have a wide range of products including safety lockers, safety cabinets and more. Explore the wide range of our lockers right now!"
eight-door-locker,Statewide Eight Door Locker,Statewide,Uncategorized,lockers,"Brand_Statewide, Color_Black Ripple, Color_Blaze Blue, Color_Charcoal, Color_Claret, Color_Graphite Ripple, Color_Lemon Yellow, Color_Light Grey, Color_Orange, Color_Precious Silver, Color_Signal Red, Color_Wedgewood, Color_White, Color_White Birch, Color_Wild Oats, Price Range_$301-$400, Type_Office Lockers, Type_School Lockers, Type_Steel Lockers",PRODUCT DESCRIPTION,100% Australian Made | Bluescope steel | Lifetime warranty | Fully welded | Fully assembled | Ventilation Slots | Numbered keys | Internal door stiffener | Multi Colour Available | Buying Statewide supports the Australian economy | Sourced locally and constructed with as few cuts as possible | Statewide cabinets will last as long as your office does. | Extra strength body holds its shape well and highly durable. | Ready to use the minute it is delivered. | Ensure your stored goods don't become musty. | Easily replace lost or damaged keys Locking Systems | Reduces flexing on larger doors | Add style by having different body/door colors,,Steel,Grey | Silver | Red | Blue | Yellow | Birch | Ripple,,6,,SL8 BR,467,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/SL8-Statewide-8-Door-Locker-Black-Ripple.jpg?v=1744283945,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/SL8-Statewide-8-Door-Locker-Black-Ripple.jpg?v=1744283945,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/SL8-Statewide-8-Door-Locker-Black-Ripple.jpg?v=1744283945 | https://cdn.shopify.com/s/files/1/0255/8191/2144/products/SL8-Statewide-8-Door-Locker-Black-Ripple.jpg?v=1744283945,This Door Locker is designed with heavy duty BlueScope steel,Eight Door Locker gives you insurance against the unexpected. It ensures your stored goods don't become musty. It is most affordable and easy-to-use storage solution.
six-door-locker,Statewide Six Door Locker,Statewide,Uncategorized,lockers,"Brand_Statewide, Color_Black Ripple, Color_Blaze Blue, Color_Charcoal, Color_Claret, Color_Graphite Ripple, Color_Lemon Yellow, Color_Light Grey, Color_Orange, Color_Precious Silver, Color_Signal Red, Color_Wedgewood, Color_White, Color_White Birch, Color_Wild Oats, Price Range_$201-$300, Price Range_$301-$400, Type_Office Lockers, Type_School Lockers, Type_Steel Lockers",PRODUCT DESCRIPTION,100% Australian Made | Bluescope steel | Lifetime warranty | Fully welded | Fully assembled | Ventilation Slots | Numbered keys | Internal door stiffener | Multi Colour Available | Buying Statewide supports the Australian economy | Sourced locally and constructed with as few cuts as possible | Statewide cabinets will last as long as your office does. | Extra strength body holds its shape well and is highly durable. | Ready to use the minute it is delivered. | Ensure your stored goods don't become musty. | Easily replace lost or damaged keys Locking Systems | Reduces flexing on larger doors | Add style by having different body/door colours,,Steel,Black | Grey | Silver | Red | Blue | Yellow | Birch | Ripple,,6,,SL6 BR,407,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/SL6-Statewide-6-Door-Locker-Black-Ripple-768x768.jpg?v=1744283947,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/SL6-Statewide-6-Door-Locker-Black-Ripple-768x768.jpg?v=1744283947,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/SL6-Statewide-6-Door-Locker-Black-Ripple-768x768.jpg?v=1744283947 | https://cdn.shopify.com/s/files/1/0255/8191/2144/products/SL6-Statewide-6-Door-Locker-Black-Ripple-768x768.jpg?v=1744283947,Unlock your stash safe with a door locker from Statewide Locker.,"Keep your business safe with our Six Door Locker, the best-selling option to secure entrances. The Door Locker makes the most comprehensive locking system. "
four-door-locker,Statewide Four Door Locker,Statewide,Uncategorized,lockers,"Brand_Statewide, Color_Black Ripple, Color_Blaze Blue, Color_Charcoal, Color_Claret, Color_Graphite Ripple, Color_Lemon Yellow, Color_Light Grey, Color_Orange, Color_Precious Silver, Color_Signal Red, Color_Wedgewood, Color_White, Color_White Birch, Color_Wild Oats, Price Range_$201-$300, Type_Office Lockers, Type_School Lockers, Type_Steel Lockers",PRODUCT DESCRIPTION,100% Australian Made | Bluescope steel | Lifetime warranty | Fully welded | Fully assembled | Ventilation Slots | Numbered keys | Internal door stiffener | Multi Colour Available | Buying Statewide supports the Australian economy | Sourced locally and constructed with as few cuts as possible | Statewide cabinets will last as long as your office does. | Extra strength body holds its shape well and highly durable. | Ready to use the minute it is delivered. | Ensure your stored goods don't become musty. | Easily replace lost or damaged keys Locking Systems | Reduces flexing on larger doors | Add style by having different body/door colors,,Steel,Black | Grey | Silver | Red | Blue | Yellow | Birch | Ripple,,6,,SL4 BR,365,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/SL4-Statewide-4-Door-Locker-Black-Ripple.jpg?v=1744283949,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/SL4-Statewide-4-Door-Locker-Black-Ripple.jpg?v=1744283949,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/SL4-Statewide-4-Door-Locker-Black-Ripple.jpg?v=1744283949 | https://cdn.shopify.com/s/files/1/0255/8191/2144/products/SL4-Statewide-4-Door-Locker-Black-Ripple.jpg?v=1744283949,Four Door Locker adds additional security to your documents,Four Door Locker is a device that adds additional security to residential or commercial entrances. It ensures that your stored goods don't become musty.
three-door-locker,Statewide Three Door Locker,Statewide,Uncategorized,lockers,"Brand_Statewide, Color_Black Ripple, Color_Blaze Blue, Color_Charcoal, Color_Claret, Color_Graphite Ripple, Color_Lemon Yellow, Color_Light Grey, Color_Orange, Color_Precious Silver, Color_Signal Red, Color_Wedgewood, Color_White, Color_White Birch, Color_Wild Oats, Price Range_$201-$300, Type_Office Lockers, Type_School Lockers, Type_Steel Lockers",PRODUCT DESCRIPTION,100% Australian Made | Bluescope steel | Lifetime warranty | Fully welded | Fully assembled | Ventilation Slots | Numbered keys | Internal door stiffener | Multi Colour Available | Buying Statewide supports the Australian economy | Sourced locally and constructed with as few cuts as possible | Statewide cabinets will last as long as your office does. | Extra strength body holds its shape well and highly durable. | Ready to use the minute it is delivered. | Ensure your stored goods don't become musty. | Easily replace lost or damaged keys Locking Systems | Reduces flexing on larger doors | Add style by having different body/door colors,,Steel,Black | Grey | Silver | Red | Blue | Yellow | Birch | Ripple,,6,,SL3 BR,347,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/SL3-Statewide-3-Door-Locker-Blaze-Blue.jpg?v=1744283952,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/SL3-Statewide-3-Door-Locker-Black-Ripple.jpg?v=1744283952,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/SL3-Statewide-3-Door-Locker-Blaze-Blue.jpg?v=1744283952 | https://cdn.shopify.com/s/files/1/0255/8191/2144/products/SL3-Statewide-3-Door-Locker-Black-Ripple.jpg?v=1744283952,Statewide Three Door Steel Locker Provides Increased Security,Our new Three Door Locker will help you secure your most valuable equipment. It has extra strength body holds its shape well and highly durable.
two-door-locker,Statewide Two Door Locker,Statewide,Uncategorized,lockers,"Brand_Statewide, Color_Black Ripple, Color_Blaze Blue, Color_Charcoal, Color_Claret, Color_Graphite Ripple, Color_Lemon Yellow, Color_Light Grey, Color_Orange, Color_Precious Silver, Color_Signal Red, Color_Wedgewood, Color_White, Color_White Birch, Color_Wild Oats, Price Range_$201-$300, Type_Office Lockers, Type_School Lockers, Type_Steel Lockers",PRODUCT DESCRIPTION,100% Australian Made | Bluescope steel | Lifetime warranty | Fully welded | Fully assembled | Ventilation Slots | Numbered keys | Internal door stiffener | Multi Colour Available | Buying Statewide supports the Australian economy | Sourced locally and constructed with as few cuts as possible | Statewide cabinets will last as long as your office does. | Extra strength body holds its shape well and highly durable. | Ready to use the minute it is delivered. | Ensure your stored goods don't become musty. | Easily replace lost or damaged keys Locking Systems | Reduces flexing on larger doors | Add style by having different body/door colors,,Steel,Black | Grey | Silver | Red | Blue | Yellow | Birch | Ripple,,6,,SL2 BR,335,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/SL2-Statewide-2-Door-Locker-Signal-Red.jpg?v=1744283954,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/SL2-Statewide-2-Door-Locker-Black-Ripple.jpg?v=1744283954,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/SL2-Statewide-2-Door-Locker-Signal-Red.jpg?v=1744283954 | https://cdn.shopify.com/s/files/1/0255/8191/2144/products/SL2-Statewide-2-Door-Locker-Black-Ripple.jpg?v=1744283954,Easymart is a leading provider of door locker in the Australia,Take the hassle out of locking up your property with this two door locker. Spend more time enjoying what you love and less time worrying about security.
